Game Completed Date,User ID,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region,Game Code
2020-12-04 17:55:08,9,Imposter,Loss,,,,3.0,545,No,,,-,Europe , HBCDWQ
2020-12-04 17:44:23,9,Crewmate,Win,7.0,Yes,No,,1097,No,0.0,13m 54s,++,Europe , HBCDWQ
2020-12-04 17:23:43,9,Crewmate,Loss,7.0,Yes,Yes,,1175,No,1.0,14m 29s,--,Europe , HBCDWQ
2020-12-01 00:23:35,9,Crewmate,Win,0.0,No,No,,620,No,2.0,,,NA , FOISUF
2020-12-01 00:11:25,9,Crewmate,Win,7.0,Yes,No,,872,No,0.0,08m 06s,++,NA , FOISUF
2020-11-30 23:16:32,9,Crewmate,Win,8.0,Yes,Yes,,1374,No,0.0,15m 24s,++,NA , DOQJHF
2020-11-30 22:49:55,9,Crewmate,Loss,8.0,Yes,Yes,,1388,No,1.0,13m 39s,--,NA , DOQJHF
2020-11-30 22:25:34,9,Crewmate,Loss,8.0,Yes,No,,936,No,2.0,09m 14s,--,NA , DOQJHF
2020-11-30 19:23:04,9,Imposter,Win,,,,2.0,663,No,,,+++,NA , OXOEFF
2020-11-30 18:41:25,9,Crewmate,Loss,3.0,No,Yes,,508,No,0.0,,---,NA , JBBBJF
2020-11-30 18:30:09,9,Crewmate,Loss,3.0,No,Yes,,145,No,0.0,,,NA , JBXRZF
2020-11-30 18:24:45,9,Crewmate,Loss,2.0,No,Yes,,118,No,0.0,,,NA , ZOMMBF
2020-11-29 22:33:45,9,Crewmate,Win,1.0,No,Yes,,363,No,0.0,,++,NA , YJBICF
2020-11-29 22:24:00,9,Crewmate,Loss,2.0,No,Yes,,237,No,0.0,,,NA , MXPBNF
2020-11-29 22:18:22,9,Crewmate,Win,7.0,Yes,Yes,,591,No,0.0,08m 23s,++,NA , MXPBNF
2020-11-29 22:07:32,9,Crewmate,Win,5.0,No,No,,909,No,0.0,,++,NA , MXPBNF
2020-11-29 21:51:46,9,Imposter,Loss,,,,3.0,941,No,,,-,NA , MXPBNF
2020-11-29 21:34:51,9,Crewmate,Loss,5.0,No,Yes,,571,No,0.0,,---,NA , MXPBNF
2020-11-29 21:22:58,9,Crewmate,Win,7.0,Yes,Yes,,618,No,0.0,04m 04s,++,NA , NZCJFF
2020-11-29 21:11:05,9,Crewmate,Win,3.0,No,No,,254,No,1.0,,,NA , NZCJFF
2020-11-29 20:50:38,9,Imposter,Loss,,,,3.0,1049,No,,,-,NA , MSVQUF
2020-11-29 20:27:20,9,Crewmate,Win,8.0,Yes,Yes,,811,No,0.0,07m 09s,++,NA , MSVQUF
2020-11-29 20:12:06,9,Crewmate,Loss,8.0,Yes,No,,1082,No,0.0,17m 52s,--,NA , MSVQUF
2020-11-29 19:51:56,9,Crewmate,Loss,6.0,No,Yes,,631,No,0.0,,---,NA , MSVQUF
2020-11-29 19:39:03,9,Crewmate,Win,2.0,No,No,,568,No,0.0,,++,NA , MSVQUF
2020-11-29 19:28:50,9,Imposter,Loss,,,,2.0,353,No,,,-,NA , MSVQUF
2020-11-29 19:19:39,9,Crewmate,Loss,8.0,Yes,No,,1087,No,0.0,11m 31s,--,NA , MSVQUF
2020-11-29 18:59:36,9,Crewmate,Loss,6.0,No,No,,491,No,1.0,,---,NA , MSVQUF
2020-11-29 18:45:32,9,Crewmate,Win,8.0,Yes,Yes,,1152,No,0.0,15m 17s,++,NA , MSVQUF
2020-11-29 18:25:11,9,Crewmate,Loss,3.0,No,Yes,,495,No,0.0,,---,NA , MSVQUF
2020-11-29 18:11:17,9,Crewmate,Loss,8.0,Yes,Yes,,692,No,0.0,05m 56s,--,NA , MSVQUF
2020-11-29 17:54:24,9,Crewmate,Win,4.0,No,Yes,,903,No,0.0,,++,NA , MSVQUF
2020-11-29 17:38:52,9,Crewmate,Loss,8.0,Yes,Yes,,1155,No,1.0,12m 35s,--,NA , MSVQUF
2020-11-29 17:14:14,9,Crewmate,Win,8.0,Yes,Yes,,1258,No,1.0,19m 32s,++,Europe , PEWSHF
2020-11-29 16:51:32,9,Imposter,Loss,,,,3.0,976,Yes,,,-,Europe , PEWSHF
2020-11-29 16:34:34,9,Imposter,Win,,,,3.0,744,No,,,+++,Europe , PEWSHF
2020-11-29 16:21:15,9,Imposter,Loss,,,,5.0,994,Yes,,,-,Europe , PEWSHF
2020-11-29 15:52:43,9,Crewmate,Loss,7.0,No,No,,874,No,1.0,,---,Europe , NZXBDF
2020-11-29 15:35:37,9,Crewmate,Win,8.0,Yes,Yes,,953,No,0.0,15m 34s,++,Europe , NZXBDF
2020-11-29 15:15:46,9,Crewmate,Win,6.0,No,No,,667,No,1.0,,++,Europe , NZXBDF
2020-11-29 15:01:09,9,Crewmate,Loss,7.0,No,Yes,,465,No,0.0,,---,Europe , NZXBDF
2020-11-29 14:49:48,9,Crewmate,Loss,1.0,No,No,,393,No,0.0,,---,Europe , NZXBDF
2020-11-29 14:42:36,9,Crewmate,Loss,7.0,Yes,No,,764,No,2.0,12m 36s,--,Europe , NZXBDF
2020-11-29 14:26:23,9,Crewmate,Loss,7.0,Yes,Yes,,672,No,0.0,10m 59s,--,Europe , NZXBDF
2020-11-28 16:42:25,9,Crewmate,Loss,3.0,No,Yes,,463,No,0.0,,---,Europe , XSYLFF
2020-11-28 16:30:31,9,Crewmate,Win,6.0,Yes,No,,543,No,1.0,08m 53s,++,Europe , XSYLFF
2020-11-28 15:02:03,9,Crewmate,Loss,6.0,No,No,,844,No,0.0,,---,Europe , DJCWJF
2020-12-24 15:43:29,10,Crewmate,Win,7.0,No,Yes,,880,No,1.0,,++,NA , ODOLGF
2020-12-24 15:26:54,10,Crewmate,Win,5.0,No,No,,280,No,0.0,,,NA , ODOLGF
2020-12-24 15:19:01,10,Crewmate,Win,8.0,Yes,Yes,,954,No,0.0,10m 28s,++,NA , ODOLGF
2020-12-24 15:02:52,10,Crewmate,Win,8.0,Yes,Yes,,1227,No,0.0,14m 51s,++,NA , ODOLGF
2020-12-24 14:36:59,10,Crewmate,Win,7.0,Yes,Yes,,748,No,1.0,08m 21s,++,NA , SGHWCF
2020-12-24 14:21:01,10,Crewmate,Win,6.0,Yes,Yes,,664,No,0.0,07m 00s,++,NA , RBAUGF
2020-12-24 14:07:45,10,Imposter,Win,,,,4.0,437,No,,,+++,NA , RBAUGF
2020-12-24 13:59:08,10,Imposter,Loss,,,,1.0,736,Yes,,,--,NA , RBAUGF
2020-12-23 22:23:38,10,Crewmate,Loss,5.0,No,No,,819,No,2.0,,---,NA , ZAJRIF
2020-12-23 22:23:38,10,Crewmate,Loss,5.0,No,No,,820,No,2.0,,---,NA , ZAJRIF
2020-12-23 22:08:16,10,Crewmate,Loss,8.0,Yes,Yes,,781,No,0.0,04m 44s,--,NA , ZAJRIF
2020-12-23 22:08:16,10,Crewmate,Loss,8.0,Yes,Yes,,781,No,0.0,04m 44s,--,NA , ZAJRIF
2020-12-23 21:52:36,10,Imposter,Loss,,,,3.0,720,No,,,-,NA , KYXYVF
2020-12-23 21:52:35,10,Imposter,Loss,,,,3.0,720,No,,,-,NA , KYXYVF
2020-12-23 21:40:12,10,Crewmate,Win,7.0,Yes,Yes,,394,No,0.0,06m 33s,++,NA , KYXYVF
2020-12-23 21:40:11,10,Crewmate,Win,7.0,Yes,Yes,,394,No,0.0,06m 33s,++,NA , KYXYVF
2020-12-23 21:29:52,10,Crewmate,Win,7.0,Yes,Yes,,639,No,1.0,05m 44s,++,NA , KYXYVF
2020-12-23 21:29:52,10,Crewmate,Win,7.0,Yes,Yes,,638,No,1.0,05m 43s,++,NA , KYXYVF
2020-12-23 21:14:31,10,Crewmate,Loss,7.0,Yes,No,,1306,No,3.0,04m 12s,--,NA , KYXYVF
2020-12-23 21:14:31,10,Crewmate,Loss,7.0,Yes,No,,1305,No,3.0,04m 12s,--,NA , KYXYVF
2020-12-23 20:46:29,10,Imposter,Loss,,,,2.0,596,No,,,-,NA , KYXYVF
2020-12-23 20:46:29,10,Imposter,Loss,,,,2.0,596,No,,,-,NA , KYXYVF
2020-12-23 20:35:46,10,Crewmate,Win,6.0,No,No,,480,No,0.0,,++,NA , KYXYVF
2020-12-23 20:35:46,10,Crewmate,Win,6.0,No,No,,480,No,0.0,,++,NA , KYXYVF
2020-12-23 20:25:46,10,Crewmate,Loss,7.0,Yes,Yes,,874,No,0.0,04m 36s,--,NA , KYXYVF
2020-12-23 20:25:46,10,Crewmate,Loss,7.0,Yes,Yes,,874,No,0.0,04m 36s,--,NA , KYXYVF
2020-12-23 20:09:59,10,Crewmate,Loss,5.0,No,Yes,,406,No,0.0,,---,NA , KYXYVF
2020-12-23 20:09:58,10,Crewmate,Loss,5.0,No,Yes,,405,No,0.0,,---,NA , KYXYVF
2020-12-23 20:02:07,10,Crewmate,Win,3.0,No,No,,119,No,0.0,,,NA , KYXYVF
2020-12-23 20:02:07,10,Crewmate,Win,3.0,No,No,,120,No,0.0,,,NA , KYXYVF
2020-12-23 19:58:40,10,Crewmate,Win,7.0,Yes,Yes,,741,No,1.0,07m 41s,++,NA , KYXYVF
2020-12-23 19:58:40,10,Crewmate,Win,7.0,Yes,Yes,,742,No,1.0,07m 42s,++,NA , KYXYVF
2020-12-23 19:37:30,10,Imposter,Win,,,,2.0,449,No,,,+++,NA , KYXYVF
2020-12-23 19:37:30,10,Imposter,Win,,,,2.0,449,No,,,+++,NA , KYXYVF
2020-12-23 19:29:13,10,Crewmate,Win,7.0,Yes,Yes,,943,No,0.0,12m 50s,++,NA , KYXYVF
2020-12-23 19:29:13,10,Crewmate,Win,7.0,Yes,Yes,,943,No,0.0,12m 50s,++,NA , KYXYVF
2020-12-23 19:05:46,10,Crewmate,Win,7.0,Yes,No,,529,No,0.0,04m 30s,++,NA , KQQBGF
2020-12-23 18:49:54,10,Crewmate,Win,5.0,No,No,,348,No,0.0,,++,NA , NAURUF
2020-12-22 19:51:30,11,Crewmate,Win,6.0,No,No,,732,No,1.0,,++,Europe , NMCIQQ
2020-12-22 19:37:05,11,Crewmate,Loss,1.0,No,No,,311,No,0.0,,---,Europe , NMCIQQ
2020-12-22 19:26:57,11,Imposter,Loss,,,,3.0,853,No,,,-,Europe , NMCIQQ
2020-12-22 19:08:31,11,Crewmate,Win,1.0,No,No,,318,No,0.0,,++,Europe , NMCIQQ
2020-12-22 18:59:46,11,Crewmate,Win,2.0,No,No,,908,No,1.0,,++,Europe , NMCIQQ
2020-12-22 18:38:40,11,Imposter,Win,,,,5.0,729,No,,,+++,Europe , NMCIQQ
2020-12-22 18:21:28,11,Crewmate,Loss,5.0,No,Yes,,571,No,1.0,,---,Europe , NMCIQQ
2020-12-21 19:09:13,11,Crewmate,Loss,3.0,No,No,,529,No,0.0,,---,NA , VQOBCF
2020-12-21 18:59:05,11,Crewmate,Loss,5.0,No,Yes,,552,No,1.0,,---,NA , VQOBCF
2020-12-21 18:48:52,11,Crewmate,Loss,3.0,No,No,,505,No,0.0,,---,NA , VQOBCF
2020-12-21 18:38:42,11,Crewmate,Loss,8.0,Yes,No,,559,No,0.0,07m 11s,--,NA , VQOBCF
2020-12-21 18:28:03,11,Crewmate,Loss,8.0,Yes,Yes,,681,No,0.0,11m 11s,--,NA , VQOBCF
2020-12-21 18:15:31,11,Crewmate,Win,1.0,No,No,,280,No,0.0,,,NA , VQOBCF
2020-12-19 14:04:21,11,Crewmate,Loss,5.0,No,No,,535,No,2.0,,---,Europe , ZVBKBF
2020-12-19 13:55:02,11,Crewmate,Loss,2.0,No,Yes,,771,No,0.0,,---,Europe , ZVBKBF
2020-12-19 13:41:21,11,Crewmate,Win,3.0,No,Yes,,827,No,0.0,,++,Europe , ZVBKBF
2020-12-19 13:26:24,11,Crewmate,Win,1.0,No,Yes,,268,No,1.0,,,Europe , ZVBKBF
2020-12-19 13:21:19,11,Imposter,Loss,,,,1.0,575,No,,,--,Europe , ZVBKBF
2020-12-19 13:09:32,11,Crewmate,Loss,7.0,No,Yes,,660,No,0.0,,---,Europe , ZVBKBF
2020-12-19 12:44:53,11,Crewmate,Loss,3.0,No,Yes,,796,No,0.0,,---,Europe , OFKISF
2020-12-19 12:27:54,11,Crewmate,Loss,0.0,No,Yes,,238,No,0.0,,,Europe , OFKISF
2020-12-19 12:09:31,11,Crewmate,Loss,3.0,No,Yes,,384,No,2.0,,---,Europe , TVGLHF
2020-12-19 12:02:04,11,Crewmate,Loss,8.0,Yes,No,,668,No,0.0,10m 00s,--,Europe , TVGLHF
2020-12-19 11:50:08,11,Crewmate,Win,5.0,No,No,,459,No,0.0,,++,Europe , TVGLHF
2020-12-19 11:38:03,11,Crewmate,Loss,2.0,No,Yes,,506,No,0.0,,---,Europe , PKUOZF
2020-12-18 19:23:22,11,Crewmate,Loss,0.0,No,Yes,,223,No,0.0,,,NA , SWLMJF
2020-12-18 19:07:37,11,Crewmate,Win,4.0,No,Yes,,329,No,1.0,,++,Europe , ZFCTGF
2020-12-18 18:58:22,11,Imposter,Loss,,,,1.0,663,No,,,--,Europe , ZFCTGF
2020-12-18 18:41:57,11,Imposter,Loss,,,,1.0,662,No,,,--,Europe , ZFCTGF
2020-12-18 18:27:13,11,Crewmate,Loss,2.0,No,No,,348,No,1.0,,---,Europe , ZFCTGF
2020-12-18 18:16:29,11,Crewmate,Loss,7.0,No,Yes,,392,No,0.0,,---,Europe , ZFCTGF
2020-12-18 16:07:51,11,Crewmate,Win,8.0,Yes,No,,1316,No,0.0,11m 18s,++,Europe , OEAIBF
2020-12-18 15:44:45,11,Crewmate,Win,6.0,No,No,,943,No,1.0,,++,Europe , OEAIBF
2020-12-18 15:27:37,11,Crewmate,Win,8.0,Yes,Yes,,1354,No,0.0,22m 20s,++,Europe , OEAIBF
2020-12-18 15:02:07,11,Crewmate,Win,4.0,No,No,,951,No,1.0,,++,Europe , OEAIBF
2020-12-18 14:44:19,11,Crewmate,Loss,5.0,No,No,,595,No,2.0,,---,Europe , OEAIBF
2020-12-18 14:29:44,11,Crewmate,Win,2.0,No,No,,921,No,0.0,,++,Europe , OEAIBF
2020-12-18 14:12:00,11,Imposter,Loss,,,,1.0,295,No,,,,Europe , OEAIBF
2020-12-18 14:05:51,11,Crewmate,Loss,5.0,No,Yes,,821,No,0.0,,---,Europe , OEAIBF
2020-12-18 13:45:57,11,Imposter,Loss,,,,2.0,989,No,,,-,Europe , OEAIBF
2020-12-18 13:20:32,11,Crewmate,Loss,8.0,Yes,Yes,,1017,No,0.0,15m 32s,--,NA , DYSEIF
2020-12-18 13:02:26,11,Crewmate,Loss,2.0,No,No,,801,Yes,1.0,,---,NA , DYSEIF
2020-12-18 12:48:45,11,Crewmate,Win,4.0,No,Yes,,439,No,0.0,,++,NA , DYSEIF
2020-12-18 12:35:27,11,Imposter,Loss,,,,2.0,426,Yes,,,-,NA , DYSEIF
2020-12-17 15:47:49,11,Crewmate,Loss,6.0,No,Yes,,540,No,0.0,,---,Europe , ZQKMJF
2020-12-17 15:36:25,11,Crewmate,Loss,8.0,Yes,No,,530,No,0.0,08m 38s,--,Europe , ZQKMJF
2020-12-17 15:20:52,11,Imposter,Loss,,,,1.0,942,No,,,--,Europe , ZQKMJF
2020-12-17 14:58:15,11,Crewmate,Win,7.0,No,Yes,,859,No,0.0,,++,Europe , ZQKMJF
2020-12-16 18:37:46,11,Crewmate,Loss,2.0,No,Yes,,175,No,0.0,,,Europe , OOELCF
2020-12-16 18:33:57,11,Crewmate,Win,5.0,No,Yes,,468,No,2.0,,++,Europe , OOELCF
2020-12-16 18:25:39,11,Crewmate,Win,3.0,No,Yes,,238,No,0.0,,,Europe , OOELCF
2020-12-16 18:21:18,11,Crewmate,Win,6.0,Yes,No,,380,No,0.0,04m 50s,++,Europe , OOELCF
2020-12-16 18:14:32,11,Crewmate,Loss,3.0,No,No,,352,Yes,0.0,,---,Europe , OOELCF
2020-12-16 18:07:27,11,Crewmate,Win,7.0,Yes,No,,664,No,1.0,09m 17s,++,Europe , OOELCF
2020-12-16 17:53:08,11,Crewmate,Win,4.0,No,No,,461,No,2.0,,++,Europe , OOELCF
2020-12-16 17:44:24,11,Crewmate,Win,5.0,Yes,No,,476,No,2.0,05m 21s,++,Europe , OOELCF
2020-12-16 17:36:14,11,Crewmate,Win,0.0,No,No,,74,No,0.0,,,Europe , OOELCF
2020-12-16 17:34:40,11,Crewmate,Win,1.0,No,No,,94,No,1.0,,,Europe , OOELCF
2020-12-16 17:32:45,11,Imposter,Loss,,,,2.0,111,Yes,,,,Europe , OOELCF
2020-12-16 15:49:43,11,Crewmate,Win,1.0,No,Yes,,115,No,0.0,,,Europe , HYPQQQ
2020-12-16 15:42:29,11,Crewmate,Loss,4.0,No,Yes,,305,No,2.0,,---,Europe , HYPQQQ
2020-12-16 15:36:35,11,Crewmate,Loss,3.0,No,Yes,,270,No,1.0,,,Europe , HYPQQQ
2020-12-16 15:13:23,11,Imposter,Win,,,,3.0,559,No,,,+++,Europe , LZHLMF
2020-12-16 15:02:46,11,Crewmate,Win,3.0,No,No,,280,No,0.0,,,Europe , LZHLMF
2020-12-16 14:55:26,11,Crewmate,Loss,3.0,No,No,,142,No,0.0,,,Europe , LZHLMF
2020-12-16 14:49:52,11,Crewmate,Win,7.0,Yes,Yes,,566,No,0.0,08m 42s,++,Europe , LZHLMF
2020-12-16 14:39:03,11,Imposter,Win,,,,2.0,840,No,,,+++,Europe , LZHLMF
2020-12-16 14:22:08,11,Crewmate,Loss,4.0,No,Yes,,550,No,0.0,,---,Europe , LZHLMF
2020-12-16 14:12:08,11,Crewmate,Win,7.0,Yes,No,,805,No,0.0,07m 22s,++,Europe , LZHLMF
2020-12-16 13:53:35,11,Crewmate,Win,5.0,No,No,,460,No,1.0,,++,NA , NQWMJF
2020-12-15 18:37:24,11,Crewmate,Loss,7.0,No,No,,619,No,0.0,,---,Europe , WXCBQQ
2020-12-15 18:22:22,11,Crewmate,Win,5.0,No,Yes,,1018,No,1.0,,++,Europe , WXCBQQ
2020-12-15 18:03:55,11,Imposter,Loss,,,,2.0,565,No,,,-,Europe , WXCBQQ
2020-12-15 17:51:04,11,Crewmate,Win,8.0,Yes,Yes,,985,No,0.0,11m 19s,++,Europe , WXCBQQ
2020-12-15 17:32:20,11,Crewmate,Win,1.0,No,Yes,,736,No,0.0,,++,Europe , WXCBQQ
2020-12-15 17:19:15,11,Crewmate,Win,8.0,Yes,No,,969,No,0.0,13m 03s,++,Europe , WXCBQQ
2020-12-15 17:01:46,11,Crewmate,Loss,8.0,Yes,Yes,,767,No,0.0,05m 45s,--,Europe , WXCBQQ
2020-12-15 16:45:10,11,Crewmate,Loss,8.0,Yes,No,,886,No,0.0,10m 39s,--,Europe , WXCBQQ
2020-12-15 16:28:58,11,Crewmate,Win,1.0,No,Yes,,674,No,0.0,,++,Europe , WXCBQQ
2020-12-15 16:15:32,11,Crewmate,Loss,7.0,No,No,,774,No,0.0,,---,Europe , WXCBQQ
2020-12-15 15:44:44,11,Crewmate,Loss,7.0,Yes,Yes,,1122,No,0.0,17m 48s,--,Europe , FJDEGF
2020-12-15 15:24:20,11,Crewmate,Win,7.0,Yes,Yes,,1076,No,0.0,12m 32s,++,Europe , FJDEGF
2020-12-15 15:04:06,11,Crewmate,Win,6.0,No,No,,575,No,1.0,,++,Europe , FJDEGF
2020-12-15 14:53:28,11,Crewmate,Win,7.0,Yes,Yes,,783,No,0.0,08m 01s,++,Europe , FJDEGF
2020-12-15 14:39:03,11,Crewmate,Win,5.0,No,Yes,,519,No,0.0,,++,Europe , FJDEGF
2020-12-15 14:29:46,11,Crewmate,Win,5.0,No,No,,464,No,0.0,,++,Europe , FJDEGF
2020-12-13 13:16:45,11,Imposter,Loss,,,,3.0,732,No,,,-,Europe , IWNVWQ
2020-12-13 13:01:32,11,Crewmate,Win,8.0,Yes,No,,805,No,0.0,09m 49s,++,Europe , IWNVWQ
2020-12-13 12:46:55,11,Crewmate,Win,7.0,No,No,,701,No,0.0,,++,Europe , IWNVWQ
2020-12-13 12:31:03,11,Imposter,Loss,,,,2.0,1032,No,,,-,Europe , IWNVWQ
2020-12-13 12:09:44,11,Crewmate,Win,8.0,Yes,Yes,,923,No,0.0,09m 14s,++,Europe , IWNVWQ
2020-12-13 11:53:22,11,Crewmate,Loss,0.0,No,Yes,,39,No,0.0,,,Europe , IWNVWQ
2020-12-13 11:51:20,11,Imposter,Win,,,,2.0,534,No,,,+++,Europe , IWNVWQ
2020-12-12 19:17:30,11,Imposter,Win,,,,3.0,737,No,,,+++,Europe , PBLKRQ
2020-12-12 19:03:32,11,Crewmate,Loss,5.0,No,Yes,,589,No,0.0,,---,Europe , PBLKRQ
2020-12-12 18:51:53,11,Crewmate,Win,7.0,Yes,No,,905,No,1.0,10m 58s,++,Europe , PBLKRQ
2020-12-12 18:33:21,11,Crewmate,Loss,7.0,Yes,No,,667,No,0.0,06m 34s,--,Europe , PBLKRQ
2020-12-12 18:21:39,11,Imposter,Loss,,,,3.0,706,No,,,-,Europe , PBLKRQ
2020-12-12 18:09:09,11,Crewmate,Win,2.0,No,No,,182,No,0.0,,,Europe , PBLKRQ
2020-12-12 18:01:04,11,Crewmate,Win,4.0,No,No,,924,No,0.0,,++,Europe , PBLKRQ
2020-12-29 16:37:49,12,Crewmate,Loss,8.0,No,Yes,,575,No,2.0,,---,NA , MHTFVF
2020-12-29 16:27:48,12,Crewmate,Win,9.0,Yes,Yes,,556,No,0.0,04m 52s,++,NA , MHTFVF
2020-12-29 16:02:18,12,Crewmate,Loss,9.0,Yes,Yes,,322,No,1.0,05m 18s,--,NA , TFDQUF
2020-12-28 15:39:07,12,Crewmate,Loss,8.0,Yes,Yes,,162,No,0.0,02m 34s,,NA , DKCVDF
2020-12-28 15:34:18,12,Crewmate,Win,0.0,No,No,,79,No,0.0,,,NA , DKCVDF
2020-12-28 15:32:45,12,Crewmate,Win,0.0,No,No,,49,No,0.0,,,NA , DKCVDF
2020-12-28 15:31:26,12,Crewmate,Win,8.0,Yes,No,,609,No,1.0,06m 34s,++,NA , DKCVDF
2020-12-28 15:20:47,12,Crewmate,Win,2.0,No,Yes,,179,No,0.0,,,NA , DKCVDF
2020-12-28 15:12:55,12,Crewmate,Loss,9.0,Yes,Yes,,674,No,0.0,04m 30s,--,NA , XRMMVF
2020-12-28 15:00:36,12,Crewmate,Loss,7.0,No,No,,417,No,0.0,,---,NA , XRMMVF
2020-12-28 14:49:48,12,Crewmate,Win,9.0,Yes,Yes,,396,No,0.0,04m 08s,++,NA , XRMMVF
2020-12-23 12:24:39,12,Imposter,Win,,,,2.0,378,No,,,+++,NA , IJDWIF
2020-12-23 12:13:38,12,Crewmate,Loss,8.0,Yes,Yes,,645,No,2.0,09m 41s,--,NA , DWOLJF
2020-12-23 12:01:30,12,Crewmate,Win,4.0,No,Yes,,297,No,0.0,,,NA , DWOLJF
2020-12-23 11:53:46,12,Crewmate,Win,6.0,Yes,Yes,,494,No,0.0,04m 42s,++,NA , DWOLJF
2020-12-21 12:22:33,12,Crewmate,Win,9.0,Yes,No,,725,No,0.0,08m 00s,++,NA , UIGAKF
2020-12-21 12:09:37,12,Imposter,Loss,,,,3.0,635,Yes,,,-,NA , UIGAKF
2020-12-21 11:57:24,12,Crewmate,Loss,7.0,No,Yes,,431,No,0.0,,---,NA , UIGAKF
2020-12-21 11:49:07,12,Imposter,Win,,,,4.0,757,No,,,+++,NA , UIGAKF
2020-12-21 11:33:27,12,Crewmate,Win,9.0,Yes,No,,795,No,0.0,09m 48s,++,NA , UIGAKF
2020-12-16 13:18:05,12,Imposter,Win,,,,6.0,234,No,,,,NA , JRBNTQ
2020-12-16 13:13:14,12,Imposter,Win,,,,6.0,227,No,,,,NA , JRBNTQ
2020-12-16 13:08:13,12,Crewmate,Loss,9.0,Yes,Yes,,237,No,0.0,02m 33s,,NA , JRBNTQ
2020-12-16 13:00:35,12,Crewmate,Win,8.0,Yes,No,,376,No,0.0,02m 54s,++,NA , VENGYQ
2020-12-15 16:24:00,12,Crewmate,Win,8.0,Yes,Yes,,1378,No,0.0,07m 23s,++,NA , PWJDHF
2020-12-15 15:59:49,12,Crewmate,Win,8.0,Yes,No,,455,No,0.0,05m 50s,++,NA , PWJDHF
2020-12-15 15:51:03,12,Crewmate,Win,8.0,Yes,Yes,,312,No,0.0,02m 55s,++,NA , PWJDHF
2020-12-15 15:44:08,12,Imposter,Loss,,,,2.0,717,No,,,-,NA , PWJDHF
2020-12-15 15:31:05,12,Imposter,Loss,,,,1.0,383,No,,,--,NA , PWJDHF
2020-12-15 15:22:13,12,Crewmate,Loss,5.0,No,No,,449,No,1.0,,---,NA , PWJDHF
2020-12-15 15:13:25,12,Crewmate,Loss,9.0,Yes,No,,573,No,0.0,07m 07s,--,NA , PWJDHF
2020-12-15 15:03:14,12,Crewmate,Win,4.0,No,Yes,,521,No,1.0,,++,NA , PWJDHF
2020-12-15 14:52:29,12,Crewmate,Win,1.0,No,Yes,,209,No,1.0,,,NA , PWJDHF
2020-12-15 14:44:42,12,Crewmate,Loss,8.0,Yes,Yes,,725,No,0.0,07m 26s,--,NA , PWJDHF
2020-12-15 13:24:11,12,Crewmate,Win,8.0,Yes,No,,418,No,0.0,04m 16s,++,NA , PVQNHF
2020-12-15 13:12:37,12,Crewmate,Win,4.0,No,No,,227,No,0.0,,,NA , PVQNHF
2020-12-15 13:07:23,12,Crewmate,Win,7.0,No,No,,303,No,0.0,,++,NA , PVQNHF
2020-12-15 12:58:37,12,Crewmate,Win,5.0,No,Yes,,466,No,0.0,,++,NA , PVQNHF
2020-12-13 02:56:23,13,Crewmate,Win,6.0,Yes,No,,749,No,1.0,05m 18s,++,NA , GMRDVF
2020-12-13 02:42:54,13,Crewmate,Loss,2.0,No,Yes,,472,No,0.0,,---,NA , GMRDVF
2020-12-11 18:02:08,13,Crewmate,Win,0.0,No,No,,324,No,0.0,,,NA , LTRPDF
2020-12-11 17:41:04,13,Crewmate,Win,0.0,No,No,,142,No,0.0,,,NA , DYUQBF
2020-12-11 17:30:32,13,Crewmate,Loss,0.0,No,No,,348,No,1.0,,,NA , EFZTJF
2020-12-11 17:17:50,13,Crewmate,Win,1.0,No,No,,357,No,0.0,,++,Europe , MCFLCF
2020-12-11 16:15:06,13,Crewmate,Win,3.0,No,Yes,,1174,No,0.0,,++,Europe , BFRJCF
2020-12-11 15:49:31,13,Crewmate,Loss,7.0,Yes,Yes,,795,No,0.0,05m 50s,--,Europe , BFRJCF
2020-12-11 15:30:33,13,Crewmate,Win,5.0,No,No,,796,No,0.0,,++,Europe , BFRJCF
2020-12-11 15:10:56,13,Crewmate,Win,3.0,No,Yes,,660,No,0.0,,++,Europe , BFRJCF
2020-12-11 14:53:26,13,Crewmate,Win,7.0,Yes,No,,1081,No,1.0,11m 32s,++,Europe , BFRJCF
2020-12-11 14:20:36,13,Imposter,Win,,,,4.0,865,Yes,,,+++,Europe , ONSJWQ
2020-12-11 14:04:24,13,Imposter,Loss,,,,2.0,1013,No,,,-,Europe , ONSJWQ
2020-12-11 13:46:28,13,Crewmate,Win,7.0,Yes,Yes,,1165,No,0.0,14m 58s,++,Europe , ONSJWQ
2020-12-11 13:24:56,13,Crewmate,Win,4.0,No,No,,522,No,0.0,,++,Europe , ONSJWQ
2020-12-11 13:15:23,13,Imposter,Win,,,,4.0,66,No,,,,Europe , ONSJWQ
2020-12-11 13:07:38,13,Crewmate,Win,3.0,No,No,,507,No,0.0,,++,NA , NNNSXQ
2020-12-11 12:57:31,13,Crewmate,Win,7.0,Yes,Yes,,774,No,0.0,12m 30s,++,NA , NNNSXQ
2020-12-11 12:42:59,13,Imposter,Loss,,,,2.0,742,No,,,-,NA , NNNSXQ
